prompt,regime,layer,head,T,S,read_ratio,component_read_gain,rel_l2,cosine,js,topk_overlap,mass_retained,entropy,gini,pass_strict,pass_mod,pass_weak
short_qa,short,1,7,44,16,0.36363636363636365,2.75,0.07306456092895004,0.9973983715302952,0.10119274183377686,1.0,0.7368827620448393,3.3403442375045826,0.5096985583773495,False,True,True
short_qa,short,1,7,44,32,0.7272727272727273,1.375,0.023333019201086675,0.999748136445628,0.017903915521965515,1.0,0.9492918579788353,3.3403442375045826,0.5096985583773495,True,True,True
short_qa,short,1,8,44,1,0.022727272727272728,44.0,0.3162620519187816,0.9719443257692233,0.15940900303094127,1.0,0.6091951822266585,1.2538514566637895,0.9379301684229113,False,False,False
short_qa,short,1,8,44,2,0.045454545454545456,22.0,0.11613116953800066,0.9945666722953588,0.07129527983220381,1.0,0.8088789278841393,1.2538514566637895,0.9379301684229113,False,False,True
short_qa,short,1,8,44,4,0.09090909090909091,11.0,0.04686537425368484,0.9992108371320167,0.026791914794998692,1.0,0.9248139234881242,1.2538514566637895,0.9379301684229113,True,True,True
short_qa,short,1,8,44,8,0.18181818181818182,5.5,0.0022746933588635027,0.9999979265203452,0.0010738591809982623,1.0,0.9969049569294993,1.2538514566637895,0.9379301684229113,True,True,True
short_qa,short,1,8,44,16,0.36363636363636365,2.75,0.00023901524149129476,0.9999999774413985,0.00012354877751211005,1.0,0.9996435588348548,1.2538514566637895,0.9379301684229113,True,True,True
short_qa,short,1,8,44,32,0.7272727272727273,1.375,4.940892709577758e-06,0.9999999999896271,4.192112993895319e-06,1.0,0.9999879039674463,1.2538514566637895,0.9379301684229113,True,True,True
short_qa,short,1,9,44,1,0.022727272727272728,44.0,0.3423306350431127,0.9694012697723096,0.15076071239263514,1.0,0.6271692881833109,1.0306067834367592,0.9497651565741753,False,False,False
short_qa,short,1,9,44,2,0.045454545454545456,22.0,0.12322537075951312,0.9937119086352131,0.05091062050316,1.0,0.8606394804986944,1.0306067834367592,0.9497651565741753,False,False,True
short_qa,short,1,9,44,4,0.09090909090909091,11.0,0.010033774459664314,0.9999564305749942,0.006350689795442897,1.0,0.9817963981025504,1.0306067834367592,0.9497651565741753,True,True,True
short_qa,short,1,9,44,8,0.18181818181818182,5.5,0.0030285216761228085,0.9999968777466633,0.001798707069518853,1.0,0.9948197315519994,1.0306067834367592,0.9497651565741753,True,True,True
short_qa,short,1,9,44,16,0.36363636363636365,2.75,0.00022267758490154995,0.9999999829644297,0.0001437565964377984,1.0,0.9995852676170094,1.0306067834367592,0.9497651565741753,True,True,True
short_qa,short,1,9,44,32,0.7272727272727273,1.375,2.510557334471643e-06,0.999999999996914,1.5925933582821095e-06,1.0,0.999995404550149,1.0306067834367592,0.9497651565741753,True,True,True
short_qa,short,1,10,44,1,0.022727272727272728,44.0,0.5176444201767957,0.8791266706837532,0.38564175183200433,1.0,0.2435229901453574,2.5698907083359415,0.7641241498954489,False,False,False
short_qa,short,1,10,44,2,0.045454545454545456,22.0,0.4153016624256433,0.9173644771729024,0.27085363178061717,1.0,0.405617728173858,2.5698907083359415,0.7641241498954489,False,False,False
short_qa,short,1,10,44,4,0.09090909090909091,11.0,0.21635573684445092,0.978730622478679,0.1363186845662694,1.0,0.6579416486629663,2.5698907083359415,0.7641241498954489,False,False,False
short_qa,short,1,10,44,8,0.18181818181818182,5.5,0.12822966119286694,0.9922353629227137,0.08186546211432855,1.0,0.7829025443624892,2.5698907083359415,0.7641241498954489,False,False,True
