dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,regime,layer,T
128,1536,128,0.08333333333333333,0.0020691712515157772,0.9999333805700592,0.2966781745495532,0.2951493418636656,1.0,doc,6,1024
128,1536,128,0.08333333333333333,0.005519729699735683,0.9998874700486373,0.06499024684278336,0.06921171556550042,1.0,doc,6,1024
256,1536,256,0.16666666666666666,0.00909485983845917,0.9999952167226949,0.009784192014067987,0.016951588894734464,1.0,doc,6,1024
256,1536,256,0.16666666666666666,0.0022395317834844075,0.9999891705707744,0.10341688263374428,0.10420291490382982,1.0,doc,6,1024
256,1536,256,0.16666666666666666,0.0002602750359813574,0.9999765418246189,0.2966781745495532,0.2967528132736837,1.0,doc,6,1024
256,1536,256,0.16666666666666666,0.0003294168941768215,0.999980945121951,0.06499024684278336,0.06536512934971142,1.0,doc,6,1024
384,1536,384,0.25,0.0032805405759896633,0.999996915456691,0.009784192014067987,0.0120667583762929,1.0,doc,6,1024
384,1536,384,0.25,0.0013613313819683358,0.9999940320792502,0.10341688263374428,0.10351765899533684,1.0,doc,6,1024
384,1536,384,0.25,8.434202190526582e-05,0.999988254148487,0.2966781745495532,0.2965324519558352,1.0,doc,6,1024
384,1536,384,0.25,0.00011057815755541671,0.9999951720191687,0.06499024684278336,0.06503162166275771,1.0,doc,6,1024
512,1536,512,0.3333333333333333,0.0018241555536736402,0.9999987147736211,0.009784192014067987,0.010783943590097139,1.0,doc,6,1024
512,1536,512,0.3333333333333333,0.0008471451178837997,0.9999959208032327,0.10341688263374428,0.10321174063244587,1.0,doc,6,1024
512,1536,512,0.3333333333333333,3.588092586025801e-05,0.9999921433552676,0.2966781745495532,0.296680638798181,1.0,doc,6,1024
512,1536,512,0.3333333333333333,4.367794865979608e-05,0.9999979101101493,0.06499024684278336,0.06491939240890814,1.0,doc,6,1024
768,1536,768,0.5,0.00030144533889218744,0.9999997876582503,0.009784192014067987,0.009918653235909198,1.0,doc,6,1024
768,1536,768,0.5,0.0001287028185576673,0.9999993965023959,0.10341688263374428,0.10344656225916396,1.0,doc,6,1024
768,1536,768,0.5,1.8498487025527232e-05,0.9999984242007007,0.2966781745495532,0.2966939576211916,1.0,doc,6,1024
768,1536,768,0.5,1.3764107329119746e-05,0.9999995417888561,0.06499024684278336,0.06498337788394806,1.0,doc,6,1024
1536,1536,1536,1.0,1.954440233705826e-06,0.9999999999999998,0.009784192014067987,0.0097829577782704,1.0,doc,6,1024
1536,1536,1536,1.0,7.595887900602736e-07,0.9999999999999998,0.10341688263374428,0.10341717281036508,1.0,doc,6,1024
1536,1536,1536,1.0,1.0138698684992904e-07,0.9999999999999998,0.2966781745495532,0.296678047750609,1.0,doc,6,1024
1536,1536,1536,1.0,2.1664006101251255e-07,0.9999999999999998,0.06499024684278336,0.06499034374328938,1.0,doc,6,1024
64,1536,64,0.041666666666666664,0.5488677363025912,0.999971959713182,0.0015004216426523311,0.5499963987303242,1.0,doc,7,1024
64,1536,64,0.041666666666666664,0.45924657688146053,0.999957565177741,0.08009939977686494,0.506846600720215,1.0,doc,7,1024
64,1536,64,0.041666666666666664,0.192366899086184,0.9987456861097201,0.4926759112848172,0.5746638544974024,0.95,doc,7,1024
64,1536,64,0.041666666666666664,0.3065627893040365,0.9999450705421642,0.0547766512845354,0.27930082240985155,1.0,doc,7,1024
128,1536,128,0.08333333333333333,0.026881465705014384,0.9999929144910948,0.0015004216426523311,0.026744616945709784,1.0,doc,7,1024
128,1536,128,0.08333333333333333,0.02898176770947923,0.9999874941885414,0.08009939977686494,0.09607464910347152,1.0,doc,7,1024
128,1536,128,0.08333333333333333,0.014870715780546334,0.9997563881338959,0.4926759112848172,0.5026763067154262,1.0,doc,7,1024
128,1536,128,0.08333333333333333,0.02361593077552727,0.999987829464988,0.0547766512845354,0.045973549884186546,1.0,doc,7,1024
256,1536,256,0.16666666666666666,0.010148553879947751,0.999996490773192,0.0015004216426523311,0.010620600097767356,1.0,doc,7,1024
256,1536,256,0.16666666666666666,0.003977811671994229,0.9999947026321434,0.08009939977686494,0.08158297084791759,1.0,doc,7,1024
256,1536,256,0.16666666666666666,0.0009980669467915969,0.9999493844324439,0.4926759112848172,0.4927540919132809,1.0,doc,7,1024
256,1536,256,0.16666666666666666,0.004762617847024756,0.9999943226521706,0.0547766512845354,0.05631988604899103,1.0,doc,7,1024
384,1536,384,0.25,0.004380434059826285,0.9999972395572561,0.0015004216426523311,0.005162510912728521,1.0,doc,7,1024
384,1536,384,0.25,0.0015721389460100791,0.9999960213861667,0.08009939977686494,0.08059876702393177,1.0,doc,7,1024
384,1536,384,0.25,0.0002945710401545615,0.9999764524175665,0.4926759112848172,0.49236928153039816,1.0,doc,7,1024
384,1536,384,0.25,0.003020325055180608,0.9999956861097201,0.0547766512845354,0.05439010665973395,1.0,doc,7,1024
512,1536,512,0.3333333333333333,0.005237088666047584,0.9999987483012658,0.0015004216426523311,0.005828769835317752,1.0,doc,7,1024
